model,prediction,confidence,image_path,dataset
BNext_M_ModelONNX,likely fake,8.59E-06,celeba_val/F_SyCA_10179.png,celeba_val
BNext_M_ModelONNX,likely fake,0.001418205939,celeba_val/F_SyCA_10192.png,celeba_val
BNext_M_ModelONNX,likely fake,1.87E-06,celeba_val/F_SyCA_10186.png,celeba_val
BNext_M_ModelONNX,likely fake,0.002344606426,celeba_val/F_SyCA_10838.png,celeba_val
BNext_M_ModelONNX,likely fake,6.23E-05,celeba_val/F_SyCA_10810.png,celeba_val
BNext_M_ModelONNX,likely fake,0.001462061222,celeba_val/F_SyCA_10804.png,celeba_val
BNext_M_ModelONNX,likely fake,6.56E-06,celeba_val/F_SyCA_10353.png,celeba_val
BNext_M_ModelONNX,likely fake,2.80E-06,celeba_val/F_SyCA_10435.png,celeba_val
BNext_M_ModelONNX,likely fake,2.17E-06,celeba_val/F_SyCA_10421.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0002783898448,celeba_val/F_SyCA_10347.png,celeba_val
BNext_M_ModelONNX,likely fake,0.1908713773,celeba_val/F_SyCA_10409.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001030958277,celeba_val/F_SyCA_10390.png,celeba_val
BNext_M_ModelONNX,likely fake,2.15E-07,celeba_val/F_SyCA_10384.png,celeba_val
BNext_M_ModelONNX,likely fake,1.65E-05,celeba_val/F_SyCA_10380.png,celeba_val
BNext_M_ModelONNX,likely fake,1.38E-05,celeba_val/F_SyCA_10394.png,celeba_val
BNext_M_ModelONNX,likely fake,0.008139708973,celeba_val/F_SyCA_10343.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001777529294,celeba_val/F_SyCA_10425.png,celeba_val
BNext_M_ModelONNX,likely fake,0.06918081923,celeba_val/F_SyCA_10431.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0003184640421,celeba_val/F_SyCA_10357.png,celeba_val
BNext_M_ModelONNX,likely fake,1.67E-05,celeba_val/F_SyCA_10419.png,celeba_val
BNext_M_ModelONNX,likely fake,2.38E-06,celeba_val/F_SyCA_10182.png,celeba_val
BNext_M_ModelONNX,likely fake,1.06E-05,celeba_val/F_SyCA_10196.png,celeba_val
BNext_M_ModelONNX,likely fake,0.002279250214,celeba_val/F_SyCA_10828.png,celeba_val
BNext_M_ModelONNX,likely fake,3.35E-05,celeba_val/F_SyCA_10800.png,celeba_val
BNext_M_ModelONNX,likely fake,5.48E-06,celeba_val/F_SyCA_10814.png,celeba_val
BNext_M_ModelONNX,likely fake,6.41E-06,celeba_val/F_SyCA_10627.png,celeba_val
BNext_M_ModelONNX,likely fake,5.08E-05,celeba_val/F_SyCA_10141.png,celeba_val
BNext_M_ModelONNX,likely fake,5.28E-07,celeba_val/F_SyCA_10155.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0003741990423,celeba_val/F_SyCA_10633.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001853416372,celeba_val/F_SyCA_10169.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0005942069004,celeba_val/F_SyCA_10790.png,celeba_val
BNext_M_ModelONNX,likely fake,4.27E-06,celeba_val/F_SyCA_10948.png,celeba_val
BNext_M_ModelONNX,likely fake,1.81E-06,celeba_val/F_SyCA_10784.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0009417802205,celeba_val/F_SyCA_10974.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001747961553,celeba_val/F_SyCA_10960.png,celeba_val
BNext_M_ModelONNX,likely fake,3.32E-05,celeba_val/F_SyCA_10753.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001670310847,celeba_val/F_SyCA_10035.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001281118615,celeba_val/F_SyCA_10021.png,celeba_val
BNext_M_ModelONNX,likely fake,2.55E-05,celeba_val/F_SyCA_10747.png,celeba_val
BNext_M_ModelONNX,likely fake,8.59E-07,celeba_val/F_SyCA_10009.png,celeba_val
BNext_M_ModelONNX,likely fake,6.78E-05,celeba_val/F_SyCA_10592.png,celeba_val
BNext_M_ModelONNX,likely fake,7.55E-05,celeba_val/F_SyCA_10586.png,celeba_val
BNext_M_ModelONNX,likely fake,3.08E-05,celeba_val/F_SyCA_10237.png,celeba_val
BNext_M_ModelONNX,likely fake,2.18E-06,celeba_val/F_SyCA_10551.png,celeba_val
BNext_M_ModelONNX,likely fake,2.52E-06,celeba_val/F_SyCA_10545.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0008402569742,celeba_val/F_SyCA_10223.png,celeba_val
BNext_M_ModelONNX,likely fake,0.002126929663,celeba_val/F_SyCA_10579.png,celeba_val
BNext_M_ModelONNX,likely fake,4.82E-07,celeba_val/F_SyCA_10578.png,celeba_val
BNext_M_ModelONNX,likely fake,0.001322846052,celeba_val/F_SyCA_10544.png,celeba_val
BNext_M_ModelONNX,likely fake,7.03E-05,celeba_val/F_SyCA_10222.png,celeba_val
BNext_M_ModelONNX,likely fake,3.31E-06,celeba_val/F_SyCA_10236.png,celeba_val
BNext_M_ModelONNX,likely fake,5.19E-06,celeba_val/F_SyCA_10550.png,celeba_val
BNext_M_ModelONNX,likely fake,1.13E-05,celeba_val/F_SyCA_10587.png,celeba_val
BNext_M_ModelONNX,likely fake,6.31E-05,celeba_val/F_SyCA_10593.png,celeba_val
BNext_M_ModelONNX,likely fake,1.93E-07,celeba_val/F_SyCA_10008.png,celeba_val
BNext_M_ModelONNX,likely fake,4.28E-06,celeba_val/F_SyCA_10020.png,celeba_val
BNext_M_ModelONNX,uncertain,0.4842902515,celeba_val/F_SyCA_10746.png,celeba_val
BNext_M_ModelONNX,likely fake,0.000161988647,celeba_val/F_SyCA_10752.png,celeba_val
BNext_M_ModelONNX,likely fake,4.82E-06,celeba_val/F_SyCA_10034.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0009709232941,celeba_val/F_SyCA_10961.png,celeba_val
BNext_M_ModelONNX,likely fake,5.76E-05,celeba_val/F_SyCA_10975.png,celeba_val
BNext_M_ModelONNX,likely fake,1.13E-06,celeba_val/F_SyCA_10785.png,celeba_val
BNext_M_ModelONNX,likely fake,0.001232571089,celeba_val/F_SyCA_10949.png,celeba_val
BNext_M_ModelONNX,likely fake,1.46E-05,celeba_val/F_SyCA_10791.png,celeba_val
BNext_M_ModelONNX,likely fake,3.73E-05,celeba_val/F_SyCA_10168.png,celeba_val
BNext_M_ModelONNX,likely fake,8.76E-07,celeba_val/F_SyCA_10154.png,celeba_val
BNext_M_ModelONNX,likely fake,0.09092542422,celeba_val/F_SyCA_10632.png,celeba_val
BNext_M_ModelONNX,likely fake,0.00651155489,celeba_val/F_SyCA_10626.png,celeba_val
BNext_M_ModelONNX,likely fake,6.64E-06,celeba_val/F_SyCA_10140.png,celeba_val
BNext_M_ModelONNX,likely fake,4.60E-05,celeba_val/F_SyCA_10815.png,celeba_val
BNext_M_ModelONNX,likely fake,0.001912288051,celeba_val/F_SyCA_10801.png,celeba_val
BNext_M_ModelONNX,likely fake,9.26E-05,celeba_val/F_SyCA_10197.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0004676919096,celeba_val/F_SyCA_10829.png,celeba_val
BNext_M_ModelONNX,likely fake,4.21E-05,celeba_val/F_SyCA_10183.png,celeba_val
BNext_M_ModelONNX,likely fake,7.66E-05,celeba_val/F_SyCA_10418.png,celeba_val
BNext_M_ModelONNX,likely fake,3.02E-06,celeba_val/F_SyCA_10430.png,celeba_val
BNext_M_ModelONNX,likely fake,1.96E-06,celeba_val/F_SyCA_10356.png,celeba_val
BNext_M_ModelONNX,likely fake,1.88E-06,celeba_val/F_SyCA_10342.png,celeba_val
BNext_M_ModelONNX,likely fake,0.001192742975,celeba_val/F_SyCA_10424.png,celeba_val
BNext_M_ModelONNX,likely fake,0.002373862602,celeba_val/F_SyCA_10395.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001131816983,celeba_val/F_SyCA_10381.png,celeba_val
BNext_M_ModelONNX,likely fake,0.01969506206,celeba_val/F_SyCA_10397.png,celeba_val
BNext_M_ModelONNX,likely fake,7.45E-05,celeba_val/F_SyCA_10383.png,celeba_val
BNext_M_ModelONNX,likely fake,1.81E-06,celeba_val/F_SyCA_10354.png,celeba_val
BNext_M_ModelONNX,likely fake,1.92E-07,celeba_val/F_SyCA_10432.png,celeba_val
BNext_M_ModelONNX,likely fake,9.76E-06,celeba_val/F_SyCA_10426.png,celeba_val
BNext_M_ModelONNX,likely fake,0.01983588583,celeba_val/F_SyCA_10340.png,celeba_val
BNext_M_ModelONNX,likely fake,7.59E-05,celeba_val/F_SyCA_10368.png,celeba_val
BNext_M_ModelONNX,likely fake,6.51E-06,celeba_val/F_SyCA_10195.png,celeba_val
BNext_M_ModelONNX,likely fake,1.05E-06,celeba_val/F_SyCA_10181.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001127944751,celeba_val/F_SyCA_10817.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001513550802,celeba_val/F_SyCA_10803.png,celeba_val
BNext_M_ModelONNX,likely fake,2.74E-06,celeba_val/F_SyCA_10630.png,celeba_val
BNext_M_ModelONNX,likely fake,7.81E-05,celeba_val/F_SyCA_10156.png,celeba_val
BNext_M_ModelONNX,likely fake,4.44E-06,celeba_val/F_SyCA_10142.png,celeba_val
BNext_M_ModelONNX,likely fake,0.07451528562,celeba_val/F_SyCA_10624.png,celeba_val
BNext_M_ModelONNX,likely fake,2.02E-05,celeba_val/F_SyCA_10618.png,celeba_val
BNext_M_ModelONNX,likely fake,1.07E-06,celeba_val/F_SyCA_10787.png,celeba_val
BNext_M_ModelONNX,likely fake,0.00672808898,celeba_val/F_SyCA_10793.png,celeba_val
BNext_M_ModelONNX,likely fake,5.08E-08,celeba_val/F_SyCA_10963.png,celeba_val
BNext_M_ModelONNX,likely fake,0.001596136366,celeba_val/F_SyCA_10977.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001254908277,celeba_val/F_SyCA_10744.png,celeba_val
BNext_M_ModelONNX,likely fake,0.001418207965,celeba_val/F_SyCA_10022.png,celeba_val
BNext_M_ModelONNX,likely fake,2.04E-05,celeba_val/F_SyCA_10036.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001622966224,celeba_val/F_SyCA_10988.png,celeba_val
BNext_M_ModelONNX,likely fake,5.28E-05,celeba_val/F_SyCA_10750.png,celeba_val
BNext_M_ModelONNX,likely fake,2.31E-05,celeba_val/F_SyCA_10778.png,celeba_val
BNext_M_ModelONNX,likely fake,0.002768819968,celeba_val/F_SyCA_10585.png,celeba_val
BNext_M_ModelONNX,likely fake,0.01842641341,celeba_val/F_SyCA_10591.png,celeba_val
BNext_M_ModelONNX,likely fake,0.001212157094,celeba_val/F_SyCA_10220.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0005970550439,celeba_val/F_SyCA_10546.png,celeba_val
BNext_M_ModelONNX,likely fake,0.01714404126,celeba_val/F_SyCA_10552.png,celeba_val
BNext_M_ModelONNX,likely fake,1.25E-05,celeba_val/F_SyCA_10234.png,celeba_val
BNext_M_ModelONNX,likely fake,2.79E-06,celeba_val/F_SyCA_10208.png,celeba_val
BNext_M_ModelONNX,likely fake,3.22E-05,celeba_val/F_SyCA_10209.png,celeba_val
BNext_M_ModelONNX,likely fake,0.003096406947,celeba_val/F_SyCA_10553.png,celeba_val
BNext_M_ModelONNX,likely fake,6.86E-05,celeba_val/F_SyCA_10235.png,celeba_val
BNext_M_ModelONNX,likely fake,0.007242288482,celeba_val/F_SyCA_10221.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001015225143,celeba_val/F_SyCA_10547.png,celeba_val
BNext_M_ModelONNX,likely fake,1.25E-06,celeba_val/F_SyCA_10590.png,celeba_val
BNext_M_ModelONNX,likely fake,1.50E-05,celeba_val/F_SyCA_10584.png,celeba_val
BNext_M_ModelONNX,likely fake,1.54E-05,celeba_val/F_SyCA_10779.png,celeba_val
BNext_M_ModelONNX,likely fake,4.47E-06,celeba_val/F_SyCA_10037.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001745448319,celeba_val/F_SyCA_10751.png,celeba_val
BNext_M_ModelONNX,likely fake,0.07209800847,celeba_val/F_SyCA_10989.png,celeba_val
BNext_M_ModelONNX,likely fake,1.62E-06,celeba_val/F_SyCA_10745.png,celeba_val
BNext_M_ModelONNX,likely fake,3.94E-05,celeba_val/F_SyCA_10023.png,celeba_val
BNext_M_ModelONNX,likely fake,2.59E-05,celeba_val/F_SyCA_10976.png,celeba_val
BNext_M_ModelONNX,likely fake,4.12E-05,celeba_val/F_SyCA_10962.png,celeba_val
BNext_M_ModelONNX,weakly fake,0.2398838109,celeba_val/F_SyCA_10792.png,celeba_val
BNext_M_ModelONNX,likely fake,0.01280351289,celeba_val/F_SyCA_10786.png,celeba_val
BNext_M_ModelONNX,likely fake,2.84E-07,celeba_val/F_SyCA_10619.png,celeba_val
BNext_M_ModelONNX,likely fake,2.84E-06,celeba_val/F_SyCA_10143.png,celeba_val
BNext_M_ModelONNX,likely fake,5.15E-06,celeba_val/F_SyCA_10625.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0005806080733,celeba_val/F_SyCA_10631.png,celeba_val
BNext_M_ModelONNX,likely fake,1.99E-06,celeba_val/F_SyCA_10157.png,celeba_val
BNext_M_ModelONNX,likely fake,8.81E-05,celeba_val/F_SyCA_10802.png,celeba_val
BNext_M_ModelONNX,likely fake,0.1077879433,celeba_val/F_SyCA_10816.png,celeba_val
BNext_M_ModelONNX,likely fake,1.79E-06,celeba_val/F_SyCA_10180.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0002516964609,celeba_val/F_SyCA_10194.png,celeba_val
BNext_M_ModelONNX,likely fake,0.007809560738,celeba_val/F_SyCA_10369.png,celeba_val
BNext_M_ModelONNX,likely fake,1.09E-05,celeba_val/F_SyCA_10427.png,celeba_val
BNext_M_ModelONNX,likely fake,1.93E-05,celeba_val/F_SyCA_10341.png,celeba_val
BNext_M_ModelONNX,likely fake,1.21E-06,celeba_val/F_SyCA_10355.png,celeba_val
BNext_M_ModelONNX,likely fake,0.01018440899,celeba_val/F_SyCA_10433.png,celeba_val
BNext_M_ModelONNX,likely fake,3.57E-05,celeba_val/F_SyCA_10382.png,celeba_val
BNext_M_ModelONNX,likely fake,3.40E-06,celeba_val/F_SyCA_10396.png,celeba_val
BNext_M_ModelONNX,likely fake,0.0001830765719,celeba_val/F_SyCA_10497.png,celeba_val
BNext_M_ModelONNX,likely fake,5.08E-06,celeba_val/F_SyCA_10483.png,celeba_val
BNext_M_ModelONNX,likely fake,1.52E-05,celeba_val/F_SyCA_10468.png,celeba_val
BNext_M_ModelONNX,likely fake,5.45E-05,celeba_val/F_SyCA_10332.png,celeba_val
BNext_M_ModelONNX,likely fake,2.20E-07,celeba_val/F_SyCA_10454.png,celeba_val
BNext_M_ModelONNX,likely fake,1.67E-07,celeba_val/F_SyCA_10440.png,celeba_val
BNext_M_ModelONNX,likely fake,2.52E-07,celeba_val/F_SyCA_10326.png,celeba_val
BNext_M_ModelONNX,likely fake,9.83E-07,celeba_val/F_SyCA_10871.png,celeba_val
BNext_M_ModelONNX,likely fake,8.93E-05,celeba_val/F_SyCA_10865.png,celeba_val
BNext_M_ModelONNX,likely fake,0.01473295314,celeba_val/F_SyCA_10695.png,celeba_val
BNext_M_ModelONNX,likely fake,2.67E-05,celeba_val/F_SyCA_10859.png,celeba_val
BNext_M_ModelONNX,likely fake,7.24E-05,celeba_val/F_SyCA_10681.png,celeba_val
BNext_M_ModelONNX,likely fake,5.17E-05,celeba_val/F_SyCA_10118.png,celeba_val
BNext_M_ModelONNX,likely fake,5.98E-06,celeba_val/F_SyCA_10656.png,celeba_val
BNext_M_ModelONNX,likely fake,6.13E-06,celeba_val/F_SyCA_10130.png,celeba_val
